gender,age,race_ethnicity,employment,state_name,vote_trump,vote_biden
Female,35,White,Unemployed,New Jersey,1,0
Male,41,White,Other,Indiana,1,0
Female,61,White,Not in labor force,Florida,0,1
Female,49,White,Employed,Wisconsin,1,0
Male,68,White,Not in labor force,New York,0,1
Male,26,White,Not in labor force,South Carolina,1,0
Male,80,White,Not in labor force,Indiana,0,1
Male,32,White,Employed,Texas,1,0
Male,74,White,Not in labor force,Alabama,0,1
Male,59,White,Not in labor force,West Virginia,1,0
Female,60,White,Employed,Missouri,0,1
Male,73,White,Not in labor force,Illinois,0,0
Male,54,White,Employed,New Jersey,1,0
Female,66,White,Not in labor force,Arizona,1,0
Male,59,White,Other,New York,0,0
Female,26,White,Employed,Iowa,0,1
Male,58,White,Not in labor force,Ohio,1,0
Male,73,White,Not in labor force,Idaho,1,0
Male,64,White,Not in labor force,New York,0,1
Male,53,White,Not in labor force,Oregon,1,0
Male,43,White,Employed,Colorado,1,0
Male,73,White,Employed,Florida,1,0
Male,76,White,Not in labor force,Alabama,1,0
Male,50,White,Employed,Texas,1,0
Female,50,American Indian or Alaska Native,Not in labor force,Pennsylvania,0,0
Male,48,Other,Employed,New York,0,1
Female,32,White,Not in labor force,Oregon,0,1
Female,68,White,Not in labor force,Georgia,0,0
Female,44,White,Employed,Florida,0,0
Male,70,White,Not in labor force,Pennsylvania,0,0
Male,50,White,Employed,Arizona,1,0
Female,45,White,Not in labor force,California,1,0
Female,47,White,Employed,North Carolina,1,0
Female,18,White,Student,New Jersey,1,0
Male,72,White,Not in labor force,New York,1,0
Male,53,White,Employed,Ohio,1,0
Male,83,White,Not in labor force,Arizona,1,0
Male,41,White,Employed,Minnesota,1,0
Male,61,White,Employed,Ohio,1,0
Male,64,White,Not in labor force,New York,0,1
Male,66,White,Employed,Wisconsin,0,1
Male,50,White,Employed,Virginia,0,0
Male,47,White,Employed,California,0,0
Male,40,White,Employed,Louisiana,1,0
Male,72,White,Employed,Pennsylvania,0,0
Female,25,Other,Employed,Florida,0,1
Male,54,White,Employed,Michigan,1,0
Male,67,White,Not in labor force,New York,1,0
Male,64,White,Not in labor force,Montana,0,1
Male,56,White,Other,South Carolina,1,0
Male,82,White,Employed,Michigan,1,0
Female,54,White,Not in labor force,New York,1,0
Female,49,White,Other,North Carolina,1,0
Male,34,White,Employed,Arizona,0,0
Male,41,White,Employed,California,1,0
Female,74,White,Not in labor force,Ohio,0,1
Male,42,White,Employed,Texas,0,1
Male,52,White,Not in labor force,Washington,0,1
Male,57,White,Not in labor force,Vermont,0,1
Female,69,White,Not in labor force,Texas,0,1
Female,59,White,Not in labor force,Ohio,0,0
Male,65,Other,Employed,New York,0,1
Male,70,White,Not in labor force,Kentucky,0,1
Male,68,White,Not in labor force,New York,0,0
Female,59,Other,Other,Ohio,0,1
Male,51,White,Employed,Arkansas,1,0
Male,67,White,Employed,Colorado,0,1
Male,68,White,Not in labor force,Missouri,1,0
Male,51,White,Unemployed,Ohio,0,0
Female,45,White,Employed,California,0,0
Female,41,White,Employed,Texas,0,1
Male,40,White,Employed,Florida,1,0
Male,67,White,Employed,Wisconsin,0,0
Male,60,White,Employed,California,0,1
Male,56,White,Employed,Delaware,0,1
Male,68,White,Not in labor force,California,0,1
Male,43,White,Not in labor force,Texas,1,0
Male,61,White,Not in labor force,Ohio,1,0
Male,64,White,Not in labor force,Maryland,1,0
Female,30,Black or African American,Employed,New York,0,1
Male,62,White,Employed,California,0,1
Male,75,White,Not in labor force,Georgia,1,0
Female,50,White,Not in labor force,Texas,1,0
Male,68,White,Employed,Colorado,1,0
Male,78,White,Not in labor force,Indiana,1,0
Male,64,White,Not in labor force,Florida,0,0
Male,76,White,Employed,Kentucky,1,0
Male,28,White,Employed,New York,0,1
Male,71,White,Not in labor force,Wisconsin,0,0
Female,33,White,Unemployed,Washington,0,0
Male,33,White,Employed,Florida,0,1
Male,35,White,Not in labor force,Illinois,0,0
Male,54,White,Employed,Wisconsin,1,0
Male,65,White,Not in labor force,California,0,1
Male,41,White,Employed,New York,1,0
Male,76,White,Not in labor force,California,0,1
Male,19,White,Employed,Texas,1,0
Male,80,White,Not in labor force,Arizona,1,0
Male,61,White,Employed,Ohio,0,0
Female,56,White,Unemployed,Pennsylvania,1,0
Male,35,White,Employed,Arizona,0,0
Female,56,White,Student,Illinois,0,1
Male,42,White,Employed,New Jersey,1,0
Male,68,White,Not in labor force,Florida,1,0
Male,35,White,Employed,New York,0,1
Male,38,White,Employed,Illinois,1,0
Male,40,White,Not in labor force,Florida,0,1
Male,40,White,Employed,Texas,0,1
Male,61,White,Employed,California,0,0
Male,36,Other Asian or Pacific Islander,Employed,North Carolina,0,0
Female,21,Black or African American,Employed,New Jersey,0,1
Male,27,White,Employed,California,0,1
Female,26,White,Employed,Texas,0,1
Female,69,White,Not in labor force,Florida,0,0
Female,49,White,Unemployed,Kentucky,1,0
Male,40,White,Employed,Pennsylvania,1,0
Female,36,White,Not in labor force,Alabama,1,0
Male,38,White,Employed,California,0,1
Female,23,Other,Not in labor force,Missouri,0,1
Female,48,White,Employed,Tennessee,1,0
Male,59,White,Employed,Maine,1,0
Female,36,White,Employed,Delaware,0,1
Female,60,Black or African American,Employed,Mississippi,1,0
Female,23,White,Employed,Florida,0,1
Female,38,White,Employed,Wisconsin,0,1
Male,57,White,Unemployed,Tennessee,1,0
Female,58,Black or African American,Employed,Nevada,0,1
Female,57,White,Not in labor force,Massachusetts,0,0
Female,78,White,Not in labor force,Florida,1,0
Female,25,Other,Employed,Florida,0,0
Female,43,White,Unemployed,Michigan,0,0
Male,42,Black or African American,Unemployed,Oklahoma,0,1
Male,51,White,Not in labor force,Wisconsin,1,0
Female,41,Black or African American,Employed,Virginia,0,1
Female,49,White,Not in labor force,Florida,1,0
Male,76,White,Employed,Ohio,1,0
Female,37,White,Employed,Wisconsin,1,0
Male,49,White,Other,Ohio,0,1
Female,58,White,Not in labor force,Illinois,1,0
Male,39,White,Not in labor force,Kansas,0,1
Female,56,White,Employed,New Mexico,1,0
Female,68,White,Other,South Carolina,1,0
Female,71,White,Employed,Mississippi,1,0
Female,63,White,Not in labor force,Texas,0,1
Female,43,White,Not in labor force,Florida,1,0
Female,36,White,Not in labor force,Florida,0,0
Male,27,White,Employed,Iowa,0,1
Female,28,White,Not in labor force,Alaska,1,0
Female,62,White,Employed,Florida,0,1
Male,37,White,Employed,Oklahoma,1,0
Male,49,White,Not in labor force,Washington,1,0
Female,70,White,Not in labor force,Idaho,0,1
Female,85,White,Not in labor force,Michigan,1,0
Male,25,Black or African American,Employed,California,0,1
Female,52,White,Not in labor force,Colorado,1,0
Male,39,White,Employed,Georgia,0,1
Female,31,White,Employed,Pennsylvania,0,0
Male,33,White,Employed,California,1,0
Female,18,Black or African American,Student,Pennsylvania,0,0
Female,27,Black or African American,Unemployed,California,0,0
Female,28,Other,Employed,California,0,0
Male,43,White,Employed,Ohio,0,1
Female,69,White,Not in labor force,Georgia,0,1
Male,63,White,Employed,New York,1,0
Male,26,White,Unemployed,Alabama,0,0
Male,38,White,Employed,New Hampshire,0,1
Female,67,White,Not in labor force,Arkansas,0,0
Female,25,Other,Unemployed,California,0,0
Male,73,White,Not in labor force,Idaho,1,0
Female,59,Other Asian or Pacific Islander,Employed,California,0,1
Male,66,White,Not in labor force,Iowa,1,0
Male,34,White,Employed,Illinois,0,1
Male,48,White,Employed,Arkansas,1,0
Male,39,White,Employed,Virginia,0,1
Male,19,White,Student,Pennsylvania,0,1
Female,73,White,Not in labor force,California,0,1
Female,59,Other,Not in labor force,Nebraska,0,0
Male,50,White,Employed,Ohio,0,1
Male,31,White,Other,California,1,0
Female,61,White,Unemployed,Arizona,0,1
Male,32,White,Employed,Kansas,1,0
Male,47,White,Employed,Illinois,0,0
Male,67,White,Not in labor force,Washington,0,1
Female,64,Other,Not in labor force,Massachusetts,0,1
Male,81,White,Unemployed,New Jersey,1,0
Female,28,White,Unemployed,California,0,0
Male,42,White,Employed,California,1,0
Male,61,White,Employed,Oregon,1,0
Female,69,White,Not in labor force,Florida,1,0
Male,36,American Indian or Alaska Native,Employed,New York,1,0
Male,66,White,Not in labor force,Arizona,1,0
Female,54,Black or African American,Employed,Delaware,0,0
Female,25,White,Employed,North Carolina,0,1
Male,45,White,Employed,Texas,0,0
Female,38,East Asian,Employed,Pennsylvania,0,1
Female,67,Black or African American,Not in labor force,California,0,1
Male,64,White,Not in labor force,Illinois,1,0
Male,45,White,Not in labor force,Virginia,0,1
Male,42,White,Employed,New York,0,1
Male,23,White,Employed,Texas,0,0
Female,30,White,Employed,New York,1,0
Male,20,Black or African American,Employed,Illinois,1,0
Male,28,Black or African American,Employed,Georgia,0,1
Male,55,White,Unemployed,Nevada,0,1
Female,63,White,Not in labor force,Kentucky,1,0
Female,48,White,Not in labor force,North Carolina,0,1
Male,64,White,Not in labor force,Minnesota,1,0
Male,78,White,Not in labor force,Minnesota,1,0
Female,43,White,Unemployed,New Jersey,0,1
Male,41,White,Employed,Florida,0,0
Female,21,White,Employed,Tennessee,0,1
Female,80,White,Not in labor force,Arizona,0,1
Female,30,Black or African American,Unemployed,Mississippi,0,1
Female,72,White,Not in labor force,Pennsylvania,0,1
Female,70,White,Not in labor force,Massachusetts,0,0
Male,44,White,Employed,Pennsylvania,1,0
Female,40,White,Employed,Florida,0,1
Female,29,White,Employed,Illinois,0,1
Female,57,White,Not in labor force,South Carolina,0,0
Female,45,White,Employed,Michigan,0,1
Male,32,White,Employed,New York,1,0
Female,69,White,Employed,Michigan,1,0
Female,33,White,Employed,Texas,0,1
Female,68,White,Not in labor force,Ohio,1,0
Male,69,White,Other,Colorado,1,0
Male,35,White,Employed,California,1,0
Male,66,White,Employed,Alabama,0,1
Male,76,White,Not in labor force,Arizona,1,0
Male,31,Other Asian or Pacific Islander,Other,Louisiana,0,1
Female,45,White,Employed,Louisiana,1,0
Female,28,American Indian or Alaska Native,Not in labor force,Oklahoma,0,0
Female,27,Other,Unemployed,Florida,0,1
Male,38,White,Employed,Nevada,1,0
Female,34,Other,Employed,California,0,1
Male,50,White,Employed,Iowa,0,0
Female,57,American Indian or Alaska Native,Employed,Florida,1,0
Female,41,White,Employed,Texas,0,0
Female,25,White,Student,Illinois,0,1
Female,47,American Indian or Alaska Native,Not in labor force,South Carolina,1,0
Female,65,Black or African American,Not in labor force,California,0,1
Female,23,White,Other,Maryland,0,0
Male,66,White,Employed,Kansas,0,1
Male,62,White,Employed,Pennsylvania,0,1
Male,40,White,Employed,Idaho,0,1
Male,40,White,Employed,California,0,0
Female,33,Black or African American,Employed,New York,0,1
Female,30,White,Employed,Wisconsin,0,1
Female,29,Black or African American,Not in labor force,California,0,0
Male,67,White,Not in labor force,West Virginia,1,0
Male,58,White,Unemployed,Arizona,1,0
Male,54,White,Not in labor force,Texas,1,0
Male,71,White,Not in labor force,Tennessee,1,0
Male,36,White,Employed,Missouri,1,0
Female,63,White,Not in labor force,Idaho,1,0
Female,52,White,Employed,Louisiana,0,1
Male,47,Black or African American,Not in labor force,New York,0,1
Female,30,White,Employed,New Jersey,1,0
Female,22,White,Employed,Texas,0,0
Female,46,White,Employed,Utah,0,1
Female,34,Black or African American,Employed,Illinois,1,0
Male,54,White,Employed,Michigan,0,1
Male,72,White,Employed,South Dakota,1,0
Male,45,White,Employed,Ohio,0,0
Female,33,Other Asian or Pacific Islander,Unemployed,California,0,1
Male,51,Black or African American,Employed,California,0,1
Male,35,White,Unemployed,California,1,0
Male,71,White,Not in labor force,New York,1,0
Male,26,White,Unemployed,Ohio,0,0
Male,62,East Asian,Employed,California,0,1
Male,58,White,Employed,Michigan,1,0
Male,70,White,Employed,Illinois,0,1
Male,66,White,Employed,Georgia,1,0
Male,30,White,Unemployed,Texas,0,0
Male,50,White,Employed,New York,0,1
Male,45,White,Employed,Texas,1,0
Female,55,Other Asian or Pacific Islander,Other,Nevada,0,1
Female,63,White,Unemployed,South Carolina,0,0
Female,48,White,Employed,Indiana,1,0
Female,35,White,Employed,Ohio,1,0
Male,56,White,Employed,New York,1,0
Male,42,White,Not in labor force,West Virginia,0,1
Male,54,White,Employed,Tennessee,0,0
Male,59,Other,Employed,California,0,1
Male,41,White,Employed,Indiana,1,0
Male,66,White,Employed,Kansas,1,0
Male,70,Other,Not in labor force,Montana,1,0
Male,42,White,Employed,Minnesota,1,0
Female,25,White,Not in labor force,Massachusetts,0,0
Male,41,White,Employed,Delaware,1,0
Female,56,White,Not in labor force,Pennsylvania,1,0
Female,34,Other,Employed,Connecticut,0,0
Female,38,White,Employed,Texas,1,0
Female,26,White,Employed,Texas,0,0
Female,35,White,Employed,Michigan,1,0
Male,18,White,Student,Delaware,1,0
Male,68,White,Employed,Ohio,1,0
Female,66,White,Employed,North Carolina,1,0
Female,28,Other,Employed,Texas,0,1
Female,34,White,Employed,Ohio,1,0
Female,38,White,Employed,Illinois,1,0
Female,74,White,Not in labor force,North Carolina,1,0
Female,70,White,Not in labor force,Pennsylvania,0,0
Male,57,White,Employed,Florida,1,0
Female,54,White,Not in labor force,Minnesota,1,0
Female,45,White,Not in labor force,Missouri,0,1
Male,56,White,Not in labor force,Alabama,0,1
Female,57,White,Not in labor force,Wisconsin,0,1
Female,55,White,Not in labor force,Missouri,0,1
Female,23,White,Not in labor force,Michigan,1,0
Female,42,White,Employed,Massachusetts,0,1
Female,49,White,Employed,Ohio,0,1
Female,69,White,Not in labor force,Indiana,1,0
Female,57,Other,Unemployed,Florida,0,0
Male,26,Other Asian or Pacific Islander,Employed,California,1,0
Male,39,White,Employed,Florida,1,0
Male,58,White,Employed,Tennessee,1,0
Female,34,White,Not in labor force,Michigan,0,1
Female,38,White,Not in labor force,Massachusetts,1,0
Male,68,White,Unemployed,Washington,1,0
Male,76,White,Not in labor force,Michigan,0,1
Male,42,White,Not in labor force,South Dakota,0,1
Male,40,White,Employed,Florida,1,0
Male,34,White,Employed,Florida,0,1
Female,55,White,Employed,Michigan,0,0
Male,41,White,Employed,New York,1,0
Male,30,White,Employed,California,0,0
Male,51,White,Employed,Arkansas,1,0
Male,31,White,Employed,Wisconsin,1,0
Male,37,White,Employed,Texas,1,0
Male,42,White,Employed,North Carolina,0,1
Female,26,Black or African American,Employed,Tennessee,0,1
Male,47,White,Unemployed,New York,1,0
Female,20,White,Employed,North Carolina,1,0
Female,41,White,Employed,Texas,0,0
Female,52,White,Employed,Iowa,0,1
Male,63,White,Employed,Massachusetts,0,0
Male,62,White,Not in labor force,Illinois,1,0
Male,44,White,Employed,Illinois,0,1
Female,32,White,Not in labor force,California,0,1
Female,69,Other,Not in labor force,Florida,0,1
Male,25,Black or African American,Employed,Florida,0,1
Female,44,White,Employed,Illinois,1,0
Female,28,White,Employed,New York,1,0
Male,86,White,Not in labor force,Arizona,1,0
Male,49,Black or African American,Employed,Florida,0,1
Female,56,White,Employed,Texas,0,1
Female,53,Other,Employed,Texas,0,0
Female,22,Other,Employed,Kentucky,0,1
Female,49,White,Employed,Missouri,1,0
Female,20,White,Employed,Illinois,0,0
Male,43,White,Employed,Missouri,1,0
Male,34,Other,Student,North Carolina,0,1
Female,46,White,Unemployed,Missouri,1,0
Female,62,White,Employed,Arizona,1,0
Male,67,White,Employed,California,0,1
Female,36,Other Asian or Pacific Islander,Employed,Florida,0,1
Female,51,Other,Employed,Oregon,0,1
Female,55,Other Asian or Pacific Islander,Not in labor force,Maryland,1,0
Female,57,Black or African American,Not in labor force,Texas,1,0
Female,57,White,Employed,Illinois,1,0
Female,27,Other Asian or Pacific Islander,Not in labor force,Michigan,0,0
Female,47,Other,Unemployed,Texas,0,1
Female,71,White,Not in labor force,New York,0,0
Male,37,White,Employed,New York,1,0
Female,18,White,Student,Florida,0,1
Male,41,White,Employed,New York,0,1
Female,27,Black or African American,Student,New York,0,1
Male,36,White,Not in labor force,Virginia,1,0
Female,55,White,Employed,Arizona,0,0
Male,57,White,Employed,Texas,1,0
Female,22,White,Unemployed,Mississippi,0,1
Male,40,White,Employed,Illinois,1,0
Female,26,White,Employed,Texas,1,0
Female,22,White,Unemployed,Louisiana,0,0
Male,28,White,Not in labor force,Kentucky,1,0
Female,21,Other,Employed,Washington,1,0
Female,33,White,Employed,Ohio,0,0
Female,66,White,Employed,California,0,0
Female,30,White,Employed,Tennessee,0,0
Male,49,White,Other,Wisconsin,0,1
Male,29,Black or African American,Employed,Florida,1,0
Female,64,Other,Other,Ohio,0,1
Female,27,White,Not in labor force,Florida,0,0
Male,57,White,Employed,California,1,0
Male,48,White,Unemployed,New Mexico,1,0
Female,34,White,Employed,Pennsylvania,1,0
Female,29,Other,Not in labor force,California,1,0
Female,22,Other Asian or Pacific Islander,Employed,Hawaii,0,0
Male,39,White,Employed,Texas,1,0
Female,32,White,Unemployed,Washington,0,1
Male,48,White,Other,New York,0,1
Female,24,White,Employed,Washington,0,0
Female,25,Black or African American,Employed,Florida,0,1
Female,53,White,Not in labor force,Pennsylvania,1,0
Female,20,White,Unemployed,Washington,1,0
Female,30,Other,Unemployed,California,0,1
Female,35,White,Not in labor force,California,1,0
Female,39,Black or African American,Student,California,0,1
Female,25,American Indian or Alaska Native,Employed,Michigan,0,1
Female,52,White,Employed,New York,0,1
Male,29,White,Employed,Ohio,1,0
Male,41,White,Employed,California,1,0
Female,53,White,Employed,Illinois,1,0
Female,28,White,Employed,Arkansas,0,1
Female,52,White,Unemployed,California,0,0
Female,49,White,Employed,Maryland,0,1
Female,37,American Indian or Alaska Native,Unemployed,New York,0,0
Male,23,Black or African American,Employed,Washington,0,1
Female,19,American Indian or Alaska Native,Unemployed,Michigan,0,1
Female,31,White,Employed,Washington,0,0
Male,37,White,Employed,Michigan,1,0
Male,40,White,Employed,Arizona,1,0
Female,51,Black or African American,Employed,California,0,1
Female,62,White,Not in labor force,Illinois,0,1
Female,53,White,Not in labor force,North Carolina,0,0
Male,64,White,Employed,California,1,0
Female,87,White,Not in labor force,Maryland,1,0
Female,78,White,Not in labor force,Alabama,1,0
Male,45,White,Unemployed,Oregon,0,1
Female,47,White,Not in labor force,Washington,0,0
Male,58,White,Not in labor force,Wyoming,0,0
Male,50,White,Not in labor force,Louisiana,1,0
Male,40,White,Employed,New York,1,0
Male,42,White,Employed,Florida,1,0
Male,23,Other Asian or Pacific Islander,Employed,Georgia,0,0
Male,79,White,Not in labor force,Alaska,1,0
Female,46,White,Not in labor force,South Carolina,1,0
Female,34,White,Employed,North Carolina,0,0
Male,40,White,Employed,Ohio,1,0
Female,26,Black or African American,Employed,Nevada,0,0
Male,41,White,Employed,Pennsylvania,1,0
Male,53,White,Employed,Texas,1,0
Male,35,White,Employed,New York,1,0
Male,39,White,Employed,Wisconsin,1,0
Male,29,White,Employed,Illinois,1,0
Male,40,White,Employed,Virginia,1,0
Female,35,White,Employed,Pennsylvania,1,0
Male,64,White,Not in labor force,Kansas,1,0
Female,50,East Asian,Employed,Massachusetts,0,1
Male,18,Other,Student,Kansas,0,0
Male,30,Other Asian or Pacific Islander,Employed,Alabama,0,1
Male,66,White,Not in labor force,Michigan,1,0
Female,22,American Indian or Alaska Native,Employed,California,0,0
Male,57,White,Unemployed,Illinois,0,0
Male,19,Other,Student,Tennessee,0,0
Female,19,Black or African American,Employed,Kentucky,0,1
Female,18,Other,Other,Maryland,0,0
Male,57,White,Employed,South Carolina,0,0
Male,85,White,Not in labor force,Virginia,0,1
Male,39,White,Employed,New York,0,1
Female,51,White,Employed,New Jersey,0,1
Female,43,White,Employed,Pennsylvania,0,1
Male,41,White,Employed,Tennessee,0,1
Male,33,White,Employed,Texas,1,0
Female,26,White,Unemployed,Florida,0,0
Female,40,White,Employed,Indiana,0,1
Female,80,White,Not in labor force,New Jersey,0,1
Female,48,White,Employed,Indiana,0,0
Female,67,White,Not in labor force,Florida,1,0
Male,49,White,Not in labor force,Alabama,1,0
Female,43,Other,Not in labor force,Texas,0,1
Female,63,White,Employed,Georgia,1,0
Female,67,White,Employed,Tennessee,1,0
Female,27,Black or African American,Unemployed,Texas,0,1
Female,47,White,Employed,Alabama,1,0
Male,20,White,Unemployed,New York,0,0
Female,22,White,Employed,Colorado,0,1
Female,51,White,Employed,Mississippi,0,0
Female,60,White,Employed,Pennsylvania,1,0
Female,71,White,Not in labor force,California,1,0
Male,57,White,Not in labor force,Virginia,1,0
Female,49,White,Not in labor force,Pennsylvania,0,0
Female,43,East Asian,Employed,California,0,0
Female,53,Black or African American,Unemployed,Georgia,0,1
Male,54,White,Employed,South Dakota,1,0
Female,59,White,Not in labor force,Maryland,0,0
Female,77,White,Not in labor force,Indiana,1,0
Female,51,White,Employed,Michigan,0,0
Female,64,White,Employed,Colorado,1,0
Female,58,White,Not in labor force,Delaware,0,1
Female,64,White,Not in labor force,Illinois,0,1
Male,39,White,Employed,Florida,1,0
Female,29,Black or African American,Unemployed,California,0,1
Female,72,White,Not in labor force,Kentucky,1,0
Male,34,White,Employed,Texas,0,0
Female,58,White,Employed,Texas,1,0
Female,52,Black or African American,Unemployed,New Jersey,0,1
Male,74,White,Employed,Connecticut,1,0
Male,45,White,Employed,Florida,0,1
Female,44,White,Employed,Virginia,0,1
Male,35,White,Employed,New York,1,0
Male,78,Black or African American,Not in labor force,North Carolina,0,0
Male,57,White,Not in labor force,Delaware,1,0
Female,64,White,Employed,Minnesota,0,1
Male,76,White,Not in labor force,Nevada,1,0
Female,43,White,Employed,New York,1,0
Male,32,White,Employed,New Jersey,0,1
Male,64,White,Employed,Ohio,1,0
Male,67,White,Not in labor force,Florida,1,0
Female,63,Other,Not in labor force,Pennsylvania,1,0
Female,63,White,Not in labor force,Michigan,1,0
Female,54,White,Employed,Ohio,0,1
Male,62,White,Not in labor force,Florida,1,0
Male,53,White,Employed,Illinois,1,0
Male,42,Black or African American,Unemployed,Ohio,0,1
Male,44,White,Unemployed,Maine,0,0
Male,52,White,Employed,Massachusetts,0,1
Male,42,White,Employed,New Jersey,1,0
Male,28,White,Employed,Missouri,1,0
Male,33,White,Not in labor force,Massachusetts,0,0
Male,39,White,Employed,New York,0,1
Male,70,White,Not in labor force,Texas,1,0
Female,44,White,Employed,Colorado,1,0
Male,52,White,Employed,Colorado,0,1
Female,62,Black or African American,Not in labor force,Arkansas,0,1
Male,43,White,Employed,Kansas,1,0
Male,35,White,Employed,Connecticut,0,1
Male,40,White,Employed,West Virginia,0,1
Male,69,White,Employed,Indiana,0,1
Male,80,White,Not in labor force,Massachusetts,0,1
Male,70,White,Not in labor force,Missouri,1,0
Male,31,White,Employed,New Jersey,1,0
Male,80,White,Employed,Pennsylvania,1,0
Female,53,White,Employed,Nevada,1,0
Male,54,Other,Employed,Florida,0,1
Male,35,White,Employed,New York,1,0
Male,30,White,Employed,New York,0,1
Male,33,White,Employed,Texas,0,1
Male,57,White,Not in labor force,Washington,1,0
Male,58,White,Not in labor force,Illinois,0,1
Male,59,White,Not in labor force,Indiana,1,0
Male,63,White,Not in labor force,New Jersey,0,1
Female,61,White,Employed,New Jersey,0,1
Female,36,Black or African American,Employed,Oklahoma,1,0
Male,19,Black or African American,Employed,Missouri,0,1
Male,59,White,Employed,Texas,1,0
Male,20,Other,Student,Virginia,0,1
Female,20,White,Unemployed,Alabama,1,0
Female,18,White,Student,Florida,0,0
Female,70,White,Not in labor force,New York,0,1
Female,62,White,Unemployed,Texas,1,0
Female,70,White,Not in labor force,Tennessee,1,0
Female,19,Black or African American,Employed,Texas,0,1
Female,33,White,Employed,Maryland,0,1
Female,61,White,Not in labor force,California,0,1
Female,72,White,Not in labor force,West Virginia,1,0
Female,70,White,Not in labor force,New York,0,0
Female,38,White,Employed,Mississippi,1,0
Female,63,White,Employed,New York,1,0
Female,40,White,Employed,Michigan,0,1
Female,27,White,Unemployed,Maryland,0,1
Female,65,White,Employed,Florida,0,1
Male,25,American Indian or Alaska Native,Unemployed,New York,0,1
Female,35,White,Employed,New York,1,0
Male,19,White,Student,New York,0,0
Female,27,Black or African American,Employed,Georgia,1,0
Female,67,White,Not in labor force,Florida,1,0
Female,18,White,Employed,Oklahoma,1,0
Female,36,East Asian,Unemployed,New York,0,1
Female,62,White,Not in labor force,Pennsylvania,1,0
Female,68,White,Not in labor force,Ohio,1,0
Female,42,White,Unemployed,Indiana,0,1
Female,22,Black or African American,Employed,Michigan,0,1
Female,75,White,Employed,Florida,0,1
Female,61,White,Employed,Tennessee,1,0
Male,41,White,Employed,California,0,1
Female,58,White,Not in labor force,Massachusetts,0,1
Male,73,White,Employed,California,0,1
Female,55,White,Not in labor force,Massachusetts,0,0
Male,50,White,Employed,New York,1,0
Female,68,White,Not in labor force,Arizona,1,0
Female,72,White,Not in labor force,Mississippi,0,0
Female,81,White,Not in labor force,Missouri,1,0
Female,18,Black or African American,Employed,Virginia,0,1
Female,21,Black or African American,Employed,Louisiana,1,0
Male,19,Black or African American,Not in labor force,Virginia,0,0
Female,19,Other Asian or Pacific Islander,Student,Virginia,0,1
Male,34,White,Employed,Colorado,1,0
Male,19,Black or African American,Not in labor force,Texas,0,0
Male,36,White,Employed,California,1,0
Male,18,White,Employed,Louisiana,1,0
Female,20,Black or African American,Not in labor force,Pennsylvania,0,1
Male,43,White,Employed,Florida,1,0
Male,42,White,Employed,California,0,1
Female,63,White,Not in labor force,Texas,0,1
Male,74,White,Not in labor force,Nevada,1,0
Female,19,White,Employed,Florida,0,1
Female,26,Black or African American,Employed,Texas,0,1
Male,25,White,Student,West Virginia,1,0
Female,19,Black or African American,Employed,Georgia,0,1
Female,28,White,Employed,Ohio,0,1
Female,41,East Asian,Not in labor force,Texas,0,0
Female,19,Black or African American,Employed,South Carolina,0,1
Male,72,White,Not in labor force,California,0,1
Male,73,White,Employed,Massachusetts,0,1
Male,66,White,Not in labor force,Maryland,0,1
Male,19,White,Employed,North Carolina,1,0
Male,45,White,Employed,Washington,1,0
Female,46,White,Employed,Wisconsin,0,0
Male,53,White,Employed,Massachusetts,1,0
Female,19,White,Employed,Tennessee,1,0
Female,30,Black or African American,Employed,Ohio,0,1
Female,49,Black or African American,Not in labor force,Washington,0,0
Male,40,Other,Employed,Pennsylvania,0,0
Male,65,White,Employed,Florida,1,0
Female,64,Black or African American,Not in labor force,Florida,0,1
Female,43,White,Employed,Florida,1,0
Male,42,White,Employed,New York,1,0
Female,50,Black or African American,Not in labor force,California,0,1
Male,36,White,Employed,California,1,0
Female,21,Black or African American,Unemployed,South Carolina,0,0
Female,18,Other Asian or Pacific Islander,Employed,North Carolina,0,1
Female,34,White,Unemployed,Florida,0,1
Female,19,Black or African American,Student,Florida,0,1
Female,28,White,Employed,Georgia,1,0
Female,32,Black or African American,Unemployed,Florida,0,1
Male,70,White,Not in labor force,Massachusetts,0,1
Female,53,White,Employed,New York,1,0
Female,22,White,Employed,North Carolina,1,0
Male,35,Black or African American,Employed,California,0,1
Female,21,Black or African American,Student,Georgia,0,0
Female,69,White,Not in labor force,Massachusetts,0,1
Female,21,White,Employed,Virginia,0,0
Female,25,Black or African American,Unemployed,Georgia,0,0
Male,40,White,Employed,South Carolina,1,0
Female,59,Black or African American,Employed,California,0,1
Male,66,White,Employed,California,0,1
Female,34,American Indian or Alaska Native,Not in labor force,Ohio,0,0
Female,75,White,Not in labor force,Colorado,1,0
Female,64,White,Not in labor force,North Carolina,1,0
Male,40,White,Employed,New York,1,0
Female,58,White,Not in labor force,Florida,1,0
Male,43,White,Employed,New York,1,0
Female,59,White,Not in labor force,South Carolina,0,0
Female,28,White,Employed,Ohio,0,1
Female,27,White,Employed,New York,0,0
Male,40,Other,Employed,California,1,0
Female,25,Other Asian or Pacific Islander,Employed,New Jersey,1,0
Male,44,Black or African American,Employed,Virginia,0,1
Male,26,Black or African American,Employed,Illinois,0,1
Female,51,White,Unemployed,Iowa,0,1
Female,25,White,Employed,New York,0,0
